,pertanyaan,jawaban,penilai 1,penilai 2
87,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama dalam penelitian :

1. Originalitas

Originalitas dibagi menjadi 2 :

- Originalitas pada metode

Keaslian karya suatu penelitian yang memecahkan masalah yang sudah pernah diselesaikan sebelumnya, tapi dengan metode yang berbeda.

- Originalitas pada masalah

Keaslian karya suatu penelitian yang memecahkan masalah yang belum pernah terselesaikan sebelumnya.

2. Kontribusi

Adalah suatu bentuk sumbangan berupa ide atau gagasan yang dituangkan dalam suatu penelitian yang dibagi menjadi kontribusi pada metode, kontribusi pada masalah yang ada, dan penelitian tanpa kontribusi.

3. Novelty

Adalah suatu temuan yang baru pada penelitian yang tetap menjaga originalitas.",8,8
88,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"* Originality (Orisinalitas): Orisinalitas pada metode Memecahkan adalah masalah yang orang lain sudah pernah mengerjakan sebelumnya tapi dengan metode yang berbeda, orisinalitas pada  masalah adalah pecahkan suatu masalah yang orang lain belum pernaghmengerjakan sebelumnya
        * Contribution (Kontribusi): Kontribusi pada metode adalah penerapan metode ABC dalam pemecahan masalah konvergensi pada metode latent dirichlet allocation yang menentukan harga kebutuhan pokok di indonesia berdasarkan sinyal media.
        * Novelty(Keterbaruan): sebuah penelitian menemukan unsur temuan yang baru sehingga memiliki kontribusi kelilmuan dan kehidupan.",6,7
89,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"* Orisinalitas dibagi menjadi dua yaitu orisinalitas pada metode dan pada penyelesaian masalah, orisinalitas pada metode yaitu peneliti melakukan penelitian dengan metode yang orisinil atau berbeda dari penelitian sebelumnya. Sedangkan orisinalitas pada masalah yaitu memecahkan suatu masalah yang belum pernah dikerjakan oleh peneliti lain.
	* Kontribusi, aspek yang mengharuskan peneliti untuk memecahkan masalah dengan metode yang baru atau yang telah dimodifikasi dari metode yang sudah ada.
	* Novelty, menyangkut isi karya ilmiah yakni informasi keilmuan yang terkandung di dalamnya. Apakah informasi keilmuannya tergolong baru up to date, aktual, urgen, dan memiliki nilai manfaat yang lama atau sebentar.",7,8
90,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Originalitas 

Penelitian harus memiliki orisinalitas (originality) dan kebaruan (novelty), serta menghasilkan kontribusi yang orisinil pada pengetahuan dalam bentuk menemukan dan merevisi fakta, teori dan aplikasi.

●ORISINALITAS PADA METODE ○ Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda 

● ORISINALITAS PADA MASALAH ○ Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya ○ Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode.

Kontribusi

● KONTRIBUSI PADA METODE ○ Penerapan Metode ABC dalam Pemecahan Masalah Konvergensi pada Metode Latent Dirichlet Allocation untuk Menentukan Harga Kebutuhan Pokok di Indonesia berdasarkan Sinyal Sosial Media 

● Kontribusi: Menerapkan Metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi

● KONTRIBUSI PADA MASALAH ○ Nowcasting Trafic Congestion based on Social Media Signal and Time Series Data using XYZ Method ■ Nowcasting ➔ estimating in near real-time ○ Kontribusi: Memprediksi tingkat kemacetan (kebanyakan peneliti menggunakan data time series. Di sisi lain social media banyak digunakan oleh masyarakat saat ini sehingga memberikan peluang ketersediaan data)

PENELITIAN TANPA KONTRIBUSI

• Penentuan Harga Kebutuhan Pokok di Indonesia berdasarkan Data Twitter menggunakan metode Latent Dirichlet Allocation 

• Penentuan Harga Kebutuhan Pokok Berbasis Status Facebook menggunakan metode Latent Dirichlet Allocation

Sistem Pengambilan Keputusan Penentuan Siswa Berprestasi Pada SMA XXX menggunakan metode Analytical Hierarchy process 

• Sistem Pengambilan Keputusan Penentuan Siswa Berprestasi Pada SMA YYY menggunakan metode Analytical Hierarchy process

Novelty

Novelty pada dasarnya merupakan unsur originalitas. Suatu temuan yang bersifat baru. Artinya menemukan apa yang belum di temukan orang lain. Menemukan celah pengetahuan baru, masalah baru dan metode baru dari sekian banyak riset yang telah dilakukan.

Novelty di temukan ketika kita mencoba menjelajahi fenomena dari permasalahan penelitian. Dapat saja sebuah penelitian di katakan memiliki novelty walaupun mempunyai variabel penelitian yang sama tetapi dengan lingkungan yang berbeda. Ketika penelitian tersebut di lakukan pada kondisi yang berbeda dan memberikan informasi dari kondisi tersebut, dapat saja menawarkan unsur-unsur kebaruannya.

Seseorang perlu menemukan novelty selain untuk mencegah terulangnya hasil yang sama juga mencegah adanya plagiarisme. Menggali lebih jauh tentang fenomena yang sama juga bisa menemukan celah pengetahuan baru.

Novelty penting karena tujuan sebuah penelitian adalah memberikan suatu pemecahan masalah yang baik. Sebuah permasalahan penelitian yang hanya berulang dari satu generasi ke generasi yang lain atau dari satu periode ke periode yang lain sebenarnya minim manfaat.

Dalam upaya menemukan novelty kita perlu menemukan apa yang disebut research gap. Artinya perlu di ketahui apakah ada suatu celah riset yang menunjukkan suatu pertentangan pada hasil-hasil riset yang dilakukan sebelumnya.",6,7
91,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originalitas : adalah tentang bagimana sebuah penelitian harus memiliki keaslian dalam penerapan pada metode yaitu jika penelitian memecahkan masalah orang lain dimana harus menggunakan metode yang berbeda serta belum pernah digunakan sebelumnya, dan yang kedua adalah penerapan pada masalah yaitu mengerjakan sebuah penelitian terhadap masalah yang belum pernah orang lain kerjakan sebelumnya.
2. Kontribusi : dalam penelitian harus memiliki aspek yang berguna bagi orang banyak tidak hanya untuk sebuah masalah yang dibuat buat.
3. Keterbaruan : Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",7,7
92,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"* Originality
	* Contribution
	* Novelty

Originality merupakan aspek pertama yang perlu diperhatikan. Originality memiliki 2 sudut pandang, yaitu originality pada metode dan originality pada masalah. Originality pada metode terletak pada pemecahan suatu masalah yang pernah diteliti oleh orang lain, namun dengan cara yang berbeda. Originality pada masalah terletak pada pemecahan suatu masalah yang belum pernah orang lain memecahkannya.

Contribution merupakan aspek kedua yang perlu diperhatikan. Contribution memiliki 2 sudut pandang, yaitu contribution pada metode dan contribution pada masalah. Contribution pada metode terletak pada kontribusi peneliti dalam menemukan metode baru dalam memecahkan suatu masalah. Contribution pada masalah terletak pada kemampuan peneliti untuk memberikan kontribusi terhadap objek penelitian yang dia tentukan, apakah ada atau tidak.

Novelty merupakan aspek ketiga yang perlu diperhatikan. Novelty merupakan aspek di mana peneliti harus memiliki kebaruan pada penelitiannya dan tidak menjiplak dari penelitian orang lain yang serupa.",9,10
93,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Orisinalitas : terdapat 2 macam orisinalitas, yaitu :
- Orisinalitas pada metode : Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda
- Orisinalitas pada masalah : Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya
2. Kontribusi : terdapat 2 macam kontribusi, yaitu :
- Kontribusi pada metode : Menerapkan metode yang belum pernah digunakan orang pada penelitiannya
- Kontribusi pada masalah 
3. Keterbaruan : sebuah penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",9,8
94,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Orisinalitas : penelitian harus mengangkat tentang topik yang memang belum pernah dibahas. Orisinalitas dapat dilihat pada metode, yaitu memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda, dan orisinalitas pada masalah, yaitu memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya dan/atau model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode

2. Kontribusi : penelitian harus memberikan sebuah manfaat dalam pengembangan ilmu pengetahuan manusia. kontribusi dapat dilihat pada metode seperti Penerapan Metode ABC dalam Pemecahan Masalah Konvergensi pada Metode Latent Dirichlet Allocation untuk Menentukan Harga Kebutuhan Pokok di Indonesia berdasarkan Sinyal Sosial Media, serta pada masalah seperti Nowcasting Trafic Congestion based on Social Media Signal and Time Series Data using XYZ Method

3. Keterbaruan : penelitian harus menggunakan data dan referensi terbaru dalam pengerjaannya, hal ini diperlukan agar hasil penelitian dapat memberikan hasil yang bermanfaat dan tidak obsolete.",6,8
95,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"ada 3 aspek utama dalam sebuah penelitian yaitu Originality, Contribution, dan Novelty

	* ORIGINALITY

Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya , tapi dengan metode yang berbeda.

Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya.

Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode.

	* CONTRIBUTION

Penerapan Metode ABC dalam Pemecahan Masalah Konvergensi pada Metode Latent Dirichlet Allocation untuk Menentukan Harga Kebutuhan Pokok di Indonesia berdasarkan Sinyal Sosial Media. Menerapkan Metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi. 

	* NOVELTY

 unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",9,8
96,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama yang harus dimiliki dalam sebuah penelitian:

-Originality atau originalitas => penelitian harus memiliki originalitas artinya penelitian berbeda dengan penelitian yang sudah ada. Perbedaan tersebut bisa pada metode yang digunakan maupun masalah yang akan diteliti atau diamati, yang penting, penelitian yang akan dilakukan tidak sama persis dengan penelitian yang sudah ada.

-contribution atau kontribusi => penelitian diharapkan akan menghasilkan kontribusi yang orisinil pada pengetahuan dan ikut serta dalam membangun pengetahuan yang sudah ada

-novelty atau keterbaruan => dengan adanya penelitian diharapkan pengetahuan akan ter-update karena dengan terus munculnya penelitian baru diharapkan akan menimbulkan keterbaruan",5,6
97,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama dalam riset:

	* Originality, penelitian harus memiliki orisinalitas (originality), dalam arti lain dapat memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda.
	* Contribution, penelitian menghasilkan kontribusi yang orisinil pada pengetahuan dalam bentuk menemukan dan merevisi fakta, dalam arti lain menerapkan sebuah metode yang sebelumnya tidak pernah digunakan orang lain untuk memecahkan masalah konvergensi
	* Novelty,  penelitian harus memiliki kebaruan, penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",7,6
98,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"originality = memecahkan masalah dengan metode atau cara yang unik

contribution = menerapkan metode yg belum pernah di lakukan

novelty = unsur kebaruan dari sebuah penelitian",4,4
99,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 Aspek utama dalam penelitian

1. Originality (Originalitas)

Dalam hal ini, penelitian memecahkan suatu masalah dengan metode atau masalah yang orang lain belum pernah mengerjakan sebelumnya. Dari sini kita bisa memahami apa persamaan dan perbedaan antara penelitian sekarang dan sebelumnya.

2. Contribution (Kontribusi)

Penelitian yang dilaksanakan memiliki tujuan untuk membantu menghasilkan produk dengan menemukan metode atau masalah baru yang disempurnakan ataupun original. Dalam kata lain, peneliti sebelumnya belum menggunakan suatu metode atau/masalah yang baru atau berbeda.

3. Novelty (Keterbaruann)

Penelitian yang dikaji sangat baru dan relevan dengan kebutuhan masyarakat",6,6
100,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Tiga Aspek Utama dalam Karya Ilmiah

Tolok ukur setiap karya ilmiah akan dapat dilihat dari seberapa tinggi karya

ilmiah tersebut memiliki tiga aspek utamanya yakni: (1) aspek substansial (isi), (2)

aspek metodologis, dan (3) aspek kebahasaan. Aspek substansial menyangkut isi karya

ilmiah yakni informasi keilmuan yang terkandung di dalamnya. Apakah informasi

keilmuannya tergolong baru (up to date), aktual, urgen, dan memiliki nilai manfaat

yang lama atau sebentar. Aspek metodologis menyangkut prosedur dan cara

penyusunan karya ilmiah baik metode penelitian (jika karya ilmiah itu merupakan hasil

sebuah penelitian) maupun metode penulisan. Aspek kebahasaan meliputi tata bahasa

(struktur), diksi, dan ejaan. 

Ketiga aspek tersebut yakni substansial, metodologis, dan kebahasaan berkaitan

satu dengan yang lain dan tidak dapat dipisah-pisahkan. Dalam arti, aspek yang satu

tidak dapat diabaikan meskipun kedua aspek lainnya sudah dominan, misalnya. Oleh

karena itu, bobot sebuah karya ilmiah jenis apa pun baik makalah, artikel, laporan

penelitian, maupun tugas akhir studi di perguruan tinggi berupa skripsi (S1/ Sarjana),

tesis (S2/ Magister), dan disertasi (S3/ Doktor) akan dapat dinilai dari ketiga aspek

tersebut. Jika ketiga aspek utama itu berbobot niscaya sebuah karya ilmiah akan

berbobot pula. Jika ada salah satu lebih-lebih ketiga aspek tersebut lemah maka bobot

karya ilmiah tersebut menjadi berkurang.",0,0
101,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 ASPEK UTAMA YANG HARUS DIMILIKI DALAM SEBUAH PENELITIAN. 

Originality

Merupakan Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda. Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya ○ Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode

Contribution

Merupakan Menerapkan Metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi. Misal COntoh pada kasus Nowcasting Trafic Congestion based on Social Media Signal and Time Series Data using XYZ Method Nowcasting  estimating in near real-time  Kontribusi: Memprediksi tingkat kemacetan (kebanyakan peneliti menggunakan data time series. Di sisi lain social media banyak digunakan oleh masyarakat saat ini sehingga memberikan peluang ketersediaan data).

Novelty

adalah unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan. Novelty akan ditemukan kalau bisa melihat research gap. Research gap adalah pertentangan hasil penelitian dari penelitian-penelitian terdahulu. Dimana Dalam sebuah karya tulis ilmiah, novelty merupakah unsur utama yang harus dipertimbangkan oleh mahasiswa atau peneliti dalam menulis skripsi/tesis atau laporan penelitian.
Adapun menurut Dr. Asfak, novelti bisa ditemukan melalui:

	* Diskusi dengan supervisor (berdasarkan publikasi supervisor)
	* Literature review.
	* Research focus.",8,8
